2026-06-18 00:58:07,499 | INFO    | core.database | Database: connected to MongoDB (mongodb://localhost:27017 / arthachakra)
2026-06-19 14:17:11,816 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'ASIANPAINT' -> security_id=1102473
2026-06-19 14:17:11,898 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:17:11,903 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'ASIANPAINT' -> security_id=1102473
2026-06-19 14:17:11,996 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:17:12,000 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'SBILIFE' -> security_id=1102926
2026-06-19 14:17:12,002 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'SBILIFE' -> security_id=1102926
2026-06-19 14:17:12,085 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:17:12,090 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'SBILIFE' -> security_id=1102926
2026-06-19 14:17:12,161 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:17:12,167 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'MARICO' -> security_id=1101955
2026-06-19 14:17:12,171 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'MARICO' -> security_id=1101955
2026-06-19 14:17:12,266 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:17:12,270 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'MARICO' -> security_id=1101955
2026-06-19 14:17:12,350 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:17:12,356 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'HDFCLIFE' -> security_id=1103329
2026-06-19 14:17:12,361 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'HDFCLIFE' -> security_id=1103329
2026-06-19 14:17:12,451 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:17:12,456 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'HDFCLIFE' -> security_id=1103329
2026-06-19 14:17:12,548 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:17:12,551 | INFO    | dashboard.dhan_greeks | dhan_greeks: total entries — 0 from Dhan, remainder from BS fallback
2026-06-19 14:39:38,316 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'NTPC' -> security_id=1102085
2026-06-19 14:39:38,322 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'NTPC' -> security_id=1102085
2026-06-19 14:39:38,470 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:39:38,476 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'NTPC' -> security_id=1102085
2026-06-19 14:39:38,577 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:39:38,584 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'ASIANPAINT' -> security_id=1102473
2026-06-19 14:39:38,588 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'ASIANPAINT' -> security_id=1102473
2026-06-19 14:39:38,659 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:39:38,663 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'ASIANPAINT' -> security_id=1102473
2026-06-19 14:39:38,773 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:39:38,780 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'SBILIFE' -> security_id=1102926
2026-06-19 14:39:38,785 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'SBILIFE' -> security_id=1102926
2026-06-19 14:39:38,875 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:39:38,880 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'SBILIFE' -> security_id=1102926
2026-06-19 14:39:39,018 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:39:39,022 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'MARICO' -> security_id=1101955
2026-06-19 14:39:39,026 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'MARICO' -> security_id=1101955
2026-06-19 14:39:39,148 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:39:39,153 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'MARICO' -> security_id=1101955
2026-06-19 14:39:39,257 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:39:39,266 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'HDFCLIFE' -> security_id=1103329
2026-06-19 14:39:39,271 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'HDFCLIFE' -> security_id=1103329
2026-06-19 14:39:39,390 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:39:39,396 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'HDFCLIFE' -> security_id=1103329
2026-06-19 14:39:39,501 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:39:39,504 | INFO    | dashboard.dhan_greeks | dhan_greeks: total entries — 0 from Dhan, remainder from BS fallback
2026-06-19 14:55:04,932 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'NTPC' -> security_id=1102085
2026-06-19 14:55:04,939 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'NTPC' -> security_id=1102085
2026-06-19 14:55:05,091 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:55:05,095 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'NTPC' -> security_id=1102085
2026-06-19 14:55:05,190 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:55:05,198 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'ASIANPAINT' -> security_id=1102473
2026-06-19 14:55:05,203 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'ASIANPAINT' -> security_id=1102473
2026-06-19 14:55:05,297 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:55:05,303 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'ASIANPAINT' -> security_id=1102473
2026-06-19 14:55:05,419 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:55:05,427 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'SBILIFE' -> security_id=1102926
2026-06-19 14:55:05,433 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'SBILIFE' -> security_id=1102926
2026-06-19 14:55:05,554 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:55:05,562 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'SBILIFE' -> security_id=1102926
2026-06-19 14:55:05,674 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:55:05,683 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'MARICO' -> security_id=1101955
2026-06-19 14:55:05,687 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'MARICO' -> security_id=1101955
2026-06-19 14:55:05,782 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:55:05,788 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'MARICO' -> security_id=1101955
2026-06-19 14:55:05,885 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:55:05,894 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'HDFCLIFE' -> security_id=1103329
2026-06-19 14:55:05,899 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'HDFCLIFE' -> security_id=1103329
2026-06-19 14:55:06,032 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:55:06,043 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'HDFCLIFE' -> security_id=1103329
2026-06-19 14:55:06,141 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:55:06,145 | INFO    | dashboard.dhan_greeks | dhan_greeks: total entries — 0 from Dhan, remainder from BS fallback
2026-06-19 14:56:08,737 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'NTPC' -> security_id=1102085
2026-06-19 14:56:08,743 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'NTPC' -> security_id=1102085
2026-06-19 14:56:08,866 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:56:08,878 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'NTPC' -> security_id=1102085
2026-06-19 14:56:09,085 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:56:09,093 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'ASIANPAINT' -> security_id=1102473
2026-06-19 14:56:09,103 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'ASIANPAINT' -> security_id=1102473
2026-06-19 14:56:09,273 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:56:09,286 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'ASIANPAINT' -> security_id=1102473
2026-06-19 14:56:09,421 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:56:09,432 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'SBILIFE' -> security_id=1102926
2026-06-19 14:56:09,443 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'SBILIFE' -> security_id=1102926
2026-06-19 14:56:09,573 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:56:09,585 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'SBILIFE' -> security_id=1102926
2026-06-19 14:56:09,721 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:56:09,736 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'MARICO' -> security_id=1101955
2026-06-19 14:56:09,779 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'MARICO' -> security_id=1101955
2026-06-19 14:56:09,917 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:56:09,937 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'MARICO' -> security_id=1101955
2026-06-19 14:56:10,084 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:56:10,092 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'HDFCLIFE' -> security_id=1103329
2026-06-19 14:56:10,100 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'HDFCLIFE' -> security_id=1103329
2026-06-19 14:56:10,207 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:56:10,217 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'HDFCLIFE' -> security_id=1103329
2026-06-19 14:56:10,348 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:56:10,353 | INFO    | dashboard.dhan_greeks | dhan_greeks: total entries — 0 from Dhan, remainder from BS fallback
2026-06-19 14:59:40,475 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'NTPC' -> security_id=1102085
2026-06-19 14:59:40,482 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'NTPC' -> security_id=1102085
2026-06-19 14:59:40,602 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:59:40,611 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'NTPC' -> security_id=1102085
2026-06-19 14:59:40,722 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:59:40,730 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'ASIANPAINT' -> security_id=1102473
2026-06-19 14:59:40,741 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'ASIANPAINT' -> security_id=1102473
2026-06-19 14:59:40,862 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:59:40,870 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'ASIANPAINT' -> security_id=1102473
2026-06-19 14:59:41,001 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:59:41,009 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'SBILIFE' -> security_id=1102926
2026-06-19 14:59:41,030 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'SBILIFE' -> security_id=1102926
2026-06-19 14:59:41,136 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:59:41,147 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'SBILIFE' -> security_id=1102926
2026-06-19 14:59:41,274 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:59:41,284 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'MARICO' -> security_id=1101955
2026-06-19 14:59:41,294 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'MARICO' -> security_id=1101955
2026-06-19 14:59:41,407 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:59:41,427 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'MARICO' -> security_id=1101955
2026-06-19 14:59:41,544 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:59:41,553 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'HDFCLIFE' -> security_id=1103329
2026-06-19 14:59:41,559 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'HDFCLIFE' -> security_id=1103329
2026-06-19 14:59:41,659 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:59:41,670 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'HDFCLIFE' -> security_id=1103329
2026-06-19 14:59:41,799 | WARNING | dashboard.dhan_greeks | dhan_greeks: HTTP 400 — errorType=None errorCode=None errorMessage=None
2026-06-19 14:59:41,804 | INFO    | dashboard.dhan_greeks | dhan_greeks: total entries — 0 from Dhan, remainder from BS fallback
2026-06-19 19:17:03,460 | INFO    | core.database | Database: connected to MongoDB (mongodb://admin:nse_pass_2026@localhost:27017/ / arthachakra)
2026-06-19 19:17:44,519 | INFO    | dashboard.dhan_instruments | dhan_instruments: downloaded 237408 rows — columns found: ['EXCH_ID', 'SEGMENT', 'SECURITY_ID', 'ISIN', 'INSTRUMENT', 'UNDERLYING_SECURITY_ID', 'UNDERLYING_SYMBOL', 'SYMBOL_NAME', 'DISPLAY_NAME', 'INSTRUMENT_TYPE', 'SERIES', 'LOT_SIZE', 'SM_EXPIRY_DATE', 'STRIKE_PRICE', 'OPTION_TYPE', 'TICK_SIZE', 'EXPIRY_FLAG', 'BRACKET_FLAG', 'COVER_FLAG', 'ASM_GSM_FLAG', 'ASM_GSM_CATEGORY', 'BUY_SELL_INDICATOR', 'BUY_CO_MIN_MARGIN_PER', 'BUY_CO_SL_RANGE_MAX_PERC', 'BUY_CO_SL_RANGE_MIN_PERC', 'BUY_BO_MIN_MARGIN_PER', 'BUY_BO_PROFIT_RANGE_MAX_PERC', 'BUY_BO_PROFIT_RANGE_MIN_PERC', 'MTF_LEVERAGE', 'SM_UPPER_LIMIT', 'SM_LOWER_LIMIT', 'SM_FREEZE_QTY', '']
2026-06-19 19:17:44,543 | INFO    | dashboard.dhan_greeks | dhan_greeks: dynamically resolved 'ASIANPAINT' -> security_id=1102473
2026-06-19 19:17:44,892 | WARNING | dashboard.dhan_greeks | dhan_greeks: [expirylist:ASIANPAINT] HTTP 400 — full body: {'data': {'813': 'Invalid SecurityId'}, 'status': 'failed'}
